Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,clustering,eigencentrality,modularity_class
"经开区李庄小学李武",经开区李庄小学李武,,0,2,2,0,6,6,1,1,1,0,0,0.036305,0.000914,0,437,0,0,1
"新乡高新区王增年",新乡高新区王增年,,1,1,2,1,2,3,1,1,1,0,0.001724,0.017285,0.000944,0,236,0.5,0.001946,2
"周周终生爱学习",周周终生爱学习,,0,2,2,0,4,4,1,1,1,0,0,0.036305,0.000914,0,438,0,0,2
"新乡县翟坡中学-王学朋",新乡县翟坡中学-王学朋,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,439,0,0,1
"高道伟",高道伟,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,440,0,0,1
"沧桑的老爷车",沧桑的老爷车,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,441,0,0,1
"梦醒时分ykt39550698023245734",梦醒时分ykt39550698023245734,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,442,0,0,1
"周敏勤",周敏勤,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,443,0,0,1
"横竖工坊",横竖工坊,,0,1,1,0,5,5,1,1,1,0,0,0.01902,0.000914,0,444,0,0,1
"赵改伟",赵改伟,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,445,0,0,1
"王彦k1215475276057683224",王彦k1215475276057683224,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,446,0,0,1
"李蒙蒙-李源屯镇西良村完小",李蒙蒙-李源屯镇西良村完小,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,447,0,0,1
"黄玉珍",黄玉珍,,0,1,1,0,5,5,1,1,1,0,0,0.01902,0.000914,0,448,0,0,1
"安然安",安然安,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,449,0,0,1
"廊坊师范学院柴艳微",廊坊师范学院柴艳微,,0,1,1,0,6,6,1,1,1,0,0,0.01902,0.000914,0,450,0,0,1
"无知无智123",无知无智123,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,451,0,0,1
20104428001梁要咪,20104428001梁要咪,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,452,0,0,1
18智11冯禧龙,18智11冯禧龙,,0,1,1,0,6,6,1,1,1,0,0,0.01902,0.000914,0,453,0,0,1
"河南师大附中白斌",河南师大附中白斌,,0,1,1,0,5,5,1,1,1,0,0,0.01902,0.000914,0,454,0,0,1
"長娥李",長娥李,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,455,0,0,1
MG21120004_王传辉_NJU,MG21120004_王传辉_NJU,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,456,0,0,1
mooc61580047016049223,mooc61580047016049223,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,457,0,0,1
"汪代勇",汪代勇,,0,1,1,0,7,7,1,1,1,0,0,0.01902,0.000914,0,458,0,0,1
mooc29817864256888522,mooc29817864256888522,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,459,0,0,1
"丁丁mooc371",丁丁mooc371,,0,1,1,0,3,3,1,1,1,0,0,0.01902,0.000914,0,460,0,0,1
"卢嫚嫚",卢嫚嫚,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,461,0,0,1
"夏子mooc9",夏子mooc9,,0,1,1,0,6,6,1,1,1,0,0,0.01902,0.000914,0,462,0,0,1
Awakenmooc11583085028224,Awakenmooc11583085028224,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,463,0,0,1
"山辿岩的风",山辿岩的风,,1,1,2,1,4,5,1,1,1,0,0.001684,0.01902,0.001029,0,45,0.5,0.002804,1
JK一徐州市毛庄中学马艳,JK一徐州市毛庄中学马艳,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,464,0,0,1
Bella2030,Bella2030,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,465,0,0,1
"柴本海",柴本海,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,466,0,0,1
"辉县市北云门第二初级中学郭季",辉县市北云门第二初级中学郭季,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,467,0,0,1
"新乡市三十中付克俭",新乡市三十中付克俭,,0,1,1,0,5,5,1,1,1,0,0,0.01902,0.000914,0,468,0,0,1
"宸k1285872696683561495",宸k1285872696683561495,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,469,0,0,1
"黑龙江省农垦红兴隆江川农场隋海燕",黑龙江省农垦红兴隆江川农场隋海燕,,0,2,2,0,5,5,1,1,1,0,0,0.019074,0.000914,0,470,0.5,0,1
mooc1528276020835,mooc1528276020835,,0,1,1,0,5,5,1,1,1,0,0,0.01902,0.000914,0,471,0,0,1
mooc94453950412586106陈芳芳,mooc94453950412586106陈芳芳,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,472,0,0,1
"律-者",律-者,,0,1,1,0,6,6,1,1,1,0,0,0.01902,0.000914,0,473,0,0,1
"来记根13525063428",来记根13525063428,,0,1,1,0,3,3,1,1,1,0,0,0.01902,0.000914,0,474,0,0,1
"欧阳456564",欧阳456564,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,475,0,0,1
mooc29033365328471229,mooc29033365328471229,,0,1,1,0,6,6,1,1,1,0,0,0.01902,0.000914,0,476,0,0,1
mooc王炸嘎嘎,mooc王炸嘎嘎,,0,1,1,0,6,6,1,1,1,0,0,0.01902,0.000914,0,477,0,0,1
woreqing,woreqing,,0,1,1,0,3,3,1,1,1,0,0,0.01902,0.000914,0,478,0,0,1
"鞠文佳",鞠文佳,,0,2,2,0,3,3,1,1,1,0,0,0.019091,0.000914,0,479,0.5,0,1
mooc1522714436282,mooc1522714436282,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,480,0,0,1
"丁立权712",丁立权712,,0,1,1,0,5,5,1,1,1,0,0,0.01902,0.000914,0,481,0,0,1
mooc37764181563552386,mooc37764181563552386,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,482,0,0,1
yzyztll,yzyztll,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,483,0,0,1
Miss  Ying,Miss  Ying,,0,1,1,0,6,6,1,1,1,0,0,0.01902,0.000914,0,484,0,0,1
"刘芳芳芳芳",刘芳芳芳芳,,0,1,1,0,6,6,1,1,1,0,0,0.01902,0.000914,0,485,0,0,1
hope大白,hope大白,,0,1,1,0,3,3,1,1,1,0,0,0.01902,0.000914,0,486,0,0,1
"刘笑康",刘笑康,,1,1,2,1,4,5,1,1,1,0,0.000605,0.01902,0.00107,0,83,0.5,0.001946,1
"新乡市第二实验学校王美玲",新乡市第二实验学校王美玲,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,487,0,0,1
mooc61417298246602449,mooc61417298246602449,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,488,0,0,1
"柳梦梅与杜丽娘",柳梦梅与杜丽娘,,0,1,1,0,1,1,1,1,1,0,0,0.01902,0.000914,0,489,0,0,1
"孙中立-",孙中立-,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,490,0,0,1
"痴心于教育",痴心于教育,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,491,0,0,1
mooc6633253361880813,mooc6633253361880813,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,492,0,0,1
YNNU-T_Young-Chemistry,YNNU-T_Young-Chemistry,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,493,0,0,1
"黎柔笛047",黎柔笛047,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,494,0,0,1
"骐骢颖",骐骢颖,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,495,0,0,1
"童童22",童童22,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,496,0,0,1
mooc15196119763609489,mooc15196119763609489,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,497,0,0,1
"贠新莹410782197410030087",贠新莹410782197410030087,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,498,0,0,1
"申莉明",申莉明,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,499,0,0,1
jsnu18090018,jsnu18090018,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,500,0,0,1
18智11杨澜,18智11杨澜,,0,1,1,0,1,1,1,1,1,0,0,0.01902,0.000914,0,501,0,0,1
ykt1522039459309,ykt1522039459309,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,502,0,0,1
mooc14528612232789854,mooc14528612232789854,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,503,0,0,1
mooc62537206618002231,mooc62537206618002231,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,504,0,0,1
"周海平大丰",周海平大丰,,0,1,1,0,3,3,1,1,1,0,0,0.01902,0.000914,0,505,0,0,1
"潘全青",潘全青,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,506,0,0,1
mooc1472718466887,mooc1472718466887,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,507,0,0,1
"孟庄李建茹",孟庄李建茹,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,508,0,0,1
mooc70903846418933402,mooc70903846418933402,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,509,0,0,1
ykt1521512914566,ykt1521512914566,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,510,0,0,1
-王晨,-王晨,,0,1,1,0,3,3,1,1,1,0,0,0.01902,0.000914,0,511,0,0,1
pumei,pumei,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,512,0,0,1
"李自如",李自如,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,513,0,0,1
"铁二中肖红卫",铁二中肖红卫,,2,1,3,2,8,10,1,1,1,0,0.002876,0.01902,0.001013,0,53,0.333333,0.003893,1
a-linykt1526607042688,a-linykt1526607042688,,0,1,1,0,3,3,1,1,1,0,0,0.01902,0.000914,0,514,0,0,1
Ena(念念),Ena(念念),,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,515,0,0,1
"上善若水ykt1476854008183",上善若水ykt1476854008183,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,516,0,0,1
"小雪k1261618642348588553",小雪k1261618642348588553,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,517,0,0,1
SurnaWang,SurnaWang,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,518,0,0,1
mooc1456750439315,mooc1456750439315,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,519,0,0,1
oo涂鸦流浪,oo涂鸦流浪,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,520,0,0,1
mooc47788287977850729,mooc47788287977850729,,0,1,1,0,1,1,1,1,1,0,0,0.01902,0.000914,0,521,0,0,1
"张帆mooc7",张帆mooc7,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,522,0,0,1
mooc充电站,mooc充电站,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,523,0,0,1
"凉小天er",凉小天er,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,524,0,0,1
"殇ykt1457666304675",殇ykt1457666304675,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,525,0,0,1
"楚若曦",楚若曦,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,526,0,0,1
WenYJmooc,WenYJmooc,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,527,0,0,1
"流云若雨mooc31",流云若雨mooc31,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,528,0,0,1
"大宝乐儿",大宝乐儿,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,529,0,0,1
coco_baby,coco_baby,,0,1,1,0,1,1,1,1,1,0,0,0.01902,0.000914,0,530,0,0,1
"围栏里的幸福",围栏里的幸福,,0,1,1,0,4,4,1,1,1,0,0,0.01902,0.000914,0,531,0,0,1
"施冰滢0301",施冰滢0301,,0,1,1,0,3,3,1,1,1,0,0,0.01902,0.000914,0,532,0,0,1
Timimom,Timimom,,0,1,1,0,1,1,1,1,1,0,0,0.01902,0.000914,0,533,0,0,1
mooc51683191385480341,mooc51683191385480341,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,534,0,0,1
"习惯选A",习惯选A,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,535,0,0,1
"陈真楠chenzhennan",陈真楠chenzhennan,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,536,0,0,1
"李源屯东湾小学张莹莹",李源屯东湾小学张莹莹,,0,1,1,0,1,1,1,1,1,0,0,0.01902,0.000914,0,537,0,0,1
"陆昭华",陆昭华,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,538,0,0,1
"安东相",安东相,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,539,0,0,1
3032106585,3032106585,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,540,0,0,1
weicloudx,weicloudx,,0,1,1,0,1,1,1,1,1,0,0,0.01902,0.000914,0,541,0,0,1
"宁宁的耳机",宁宁的耳机,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,542,0,0,1
19教育学Sarah,19教育学Sarah,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,543,0,0,1
"我我金刚芭比",我我金刚芭比,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,544,0,0,1
"洛儿mooc12",洛儿mooc12,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,545,0,0,1
huijiaoanquan,huijiaoanquan,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,546,0,0,1
"辉县第二高级中学张红艳",辉县第二高级中学张红艳,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,547,0,0,1
"杨 陈 陈",杨 陈 陈,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,548,0,0,1
happy365tian,happy365tian,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,549,0,0,1
"笙声_不息",笙声_不息,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,550,0,0,1
18智11邓士宇,18智11邓士宇,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,551,0,0,1
18智11 陆星雨,18智11 陆星雨,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,552,0,0,1
18教技李志阳,18教技李志阳,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,553,0,0,1
mooc1487401002689,mooc1487401002689,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,554,0,0,1
"郭学同",郭学同,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,555,0,0,1
"爱嬉闹",爱嬉闹,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,556,0,0,1
"因为爱mooc4",因为爱mooc4,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,557,0,0,1
"刘倩倩913",刘倩倩913,,0,1,1,0,1,1,1,1,1,0,0,0.01902,0.000914,0,558,0,0,1
"汤猪佬",汤猪佬,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,559,0,0,1
mooc55727993620164521,mooc55727993620164521,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,560,0,0,1
mooc73497314687927041,mooc73497314687927041,,4,1,5,4,2,6,1,1,1,2,0.00173,0.01902,0.003115,0,314,0.1,0.007786,1
"勿曾",勿曾,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,561,0,0,1
"宋雪晶（百泉镇初级中学）",宋雪晶（百泉镇初级中学）,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,562,0,0,1
"李静敏15565221321",李静敏15565221321,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,563,0,0,1
"国贸1701陈红",国贸1701陈红,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,564,0,0,1
WesternPoet,WesternPoet,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,565,0,0,1
pig mooc1,pig mooc1,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,566,0,0,1
"钱翠玲-19中本-2019055244026",钱翠玲-19中本-2019055244026,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,567,0,0,1
"林俊勤",林俊勤,,0,1,1,0,3,3,1,1,1,0,0,0.01902,0.000914,0,568,0,0,1
song1127163com,song1127163com,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,569,0,0,1
"黄咚咚mooc",黄咚咚mooc,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,570,0,0,1
mooc-谢,mooc-谢,,0,1,1,0,2,2,1,1,1,0,0,0.01902,0.000914,0,571,0,0,1
Vanillayeah,Vanillayeah,,2,1,3,2,1,3,1,1,1,0,0.002264,0.01902,0.002029,0,3,0.333333,0.011437,1
mooc60728731694988812,mooc60728731694988812,,0,1,1,0,1,1,2,0.571429,0.625,0,0,0,0.000914,0,572,0,0,0
"熊国斌",熊国斌,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000054,0.000914,0,573,0,0,1
"熊猫小哥",熊猫小哥,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000054,0.000914,0,574,0,0,1
